Ticker,Shares
OXY,1178.4511481788932
SLB,841.7508201277808
BA,25.099140763454155
SPG,31.156531238254377
COP,69.94963297682887
KMI,307.5030707022222
BK,88.10572687224669
AIG,89.20606722674091
USB,86.95652173913044
C,76.33587786259542
